182.859375 , 372.25
184.21875 , 379.0
185.390625 , 394.75
187.1875 , 341.25
188.6875 , 339.0
189.75 , 334.25
191.296875 , 329.25
193.046875 , 325.0
194.21875 , 326.75
298.390625 , 174.0
299.71875 , 173.75
301.296875 , 174.0
302.375 , 175.0
303.703125 , 176.75
305.03125 , 178.0
306.96875 , 171.75
308.296875 , 167.5
312.296875 , 162.75
313.625 , 164.75
314.96875 , 164.25
316.296875 , 167.25
317.625 , 169.5
318.453125 , 174.0
334.671875 , 0.0
338.671875 , 0.0
183.34375 , 416.75
185.171875 , 382.25
186.90625 , 341.0
188.34375 , 336.75
189.71875 , 332.75
190.671875 , 330.0
192.703125 , 326.0
194.078125 , 325.5
296.984375 , 0.0
298.078125 , 183.0
299.40625 , 175.25
300.734375 , 175.0
302.0625 , 175.5
303.390625 , 177.0
304.71875 , 178.25
306.125 , 176.5
307.453125 , 173.5
309.296875 , 171.25
311.96875 , 165.5
313.296875 , 166.25
314.609375 , 164.75
315.953125 , 166.5
317.28125 , 169.5
318.109375 , 173.0
327.671875 , 0.0
335.65625 , 0.0
338.328125 , 0.0
186.328125 , 0.0
187.65625 , 0.0
184.546875 , 388.0
186.25 , 388.0
188.171875 , 350.75
189.375 , 343.75
190.671875 , 339.75
192.21875 , 337.0
193.3125 , 333.5
299.328125 , 175.75
300.65625 , 175.25
301.984375 , 175.75
303.3125 , 177.0
304.640625 , 178.25
306.015625 , 177.5
307.34375 , 174.75
308.671875 , 172.5
310.515625 , 167.25
313.171875 , 168.0
314.5 , 165.5
315.828125 , 167.25
317.15625 , 170.75
317.984375 , 173.5
327.5625 , 0.0
335.59375 , 0.0
336.921875 , 0.0
338.25 , 0.0
183.671875 , 377.25
184.765625 , 383.5
185.96875 , 389.75
188.046875 , 356.5
189.03125 , 350.25
190.828125 , 344.25
192.09375 , 340.75
193.375 , 337.25
194.375 , 345.0
299.15625 , 176.75
300.484375 , 176.0
301.8125 , 176.0
303.140625 , 177.25
304.484375 , 178.75
305.84375 , 178.5
307.171875 , 176.25
308.5 , 173.75
310.328125 , 169.5
312.984375 , 169.0
314.3125 , 166.5
315.640625 , 168.0
316.984375 , 171.25
317.796875 , 174.25
327.359375 , 0.0
336.703125 , 0.0
338.03125 , 0.0
183.03125 , 386.75
184.75 , 372.5
189.9375 , 0.0
191.265625 , 0.0
188.59375 , 359.75
189.875 , 352.75
191.859375 , 346.25
193.265625 , 341.5
194.5625 , 346.0
298.875 , 179.75
300.203125 , 177.0
301.53125 , 177.25
